Potencial / V,Corrente/ A ,Condutividade/microS 
0.999770994558339,0.6544920318572076,0.962054604349838
0.999707398142693,0.4579066147227985,0.962054604349838
0.9997584086359765,0.41705083576998453,0.962517353077279
0.9996946871946116,0.38752236661072326,0.962517353077279
0.9997584086359765,0.36555134833929,0.96298010180472
0.999694645519372,0.3476231642260638,0.963442850532161
0.9997456560126556,0.33402821534363214,0.963442850532161
0.9996820179217699,0.32173388226861266,0.963442850532161
0.999745614337416,0.31148258394625433,0.9639055992596021
0.9997201090907742,0.3020575416381623,0.9639055992596021
0.9997710362335785,0.29046796666796115,0.9643683479870431
0.999745614337416,0.28387876808669504,0.9643683479870431
0.9997710779088181,0.2777530875414819,0.9643683479870431
0.9999236509610331,0.2723412950017955,0.9648310967144841
0.9997710362335785,0.26696979692774453,0.965293845441925
0.9998855181167893,0.2616211674992215,0.965293845441925
0.9998728071687079,0.25659129450799073,0.965293845441925
0.9997455309869367,0.25264090059447375,0.9648310967144841
0.9997455726621765,0.24822180918200132,0.9648310967144841
0.9997201924412534,0.24420333605694033,0.9643683479870431
0.9998856014672685,0.23919207401715809,0.9643683479870431
0.9997838722073787,0.2362771776404338,0.9643683479870431
0.9997583669607369,0.23541865971740678,0.9643683479870431
0.9996946871946116,0.2325358935681816,0.9643683479870431
0.9998347159997039,0.2299974300207372,0.9643683479870431
0.9997328200388556,0.22748174733131468,0.9639055992596021
0.999745614337416,0.22642215212389757,0.9639055992596021
0.9996946871946116,0.22429361233958625,0.963442850532161
0.9998982707401103,0.2210614080194322,0.963442850532161
0.9996691402727303,0.21883911117782964,0.96298010180472
0.9997583669607369,0.21737222583248303,0.96298010180472
0.999720025740295,0.21472288666391454,0.962517353077279
0.9997710362335785,0.2127309003464745,0.962054604349838
0.999860179571106,0.2110698729297777,0.962054604349838
0.9998347159997039,0.20981872538246232,0.961591855622397
0.9998346743244642,0.2087658020255646,0.961591855622397
0.9997584086359765,0.20739697532534557,0.961129106894956
0.999771202934537,0.2058564801555235,0.960666358167515
0.9997837888568994,0.20430518712236154,0.960203609440074
0.9997583669607369,0.20315723378932316,0.960203609440074
0.9997201507660138,0.2019892210109737,0.960203609440074
0.9997711195840577,0.20024382980021455,0.9597408607126331
0.9998855597920289,0.1988909804262391,0.9592781119851921
0.999745614337416,0.19657488263358966,0.9588153632577511
0.999656637700847,0.19491784954845312,0.9588153632577511
0.9998218800259038,0.1923419007355926,0.9583526145303101
0.9997328200388556,0.18770176038092756,0.9583526145303101
0.9997584086359765,0.1846477646996331,0.9578898658028691
0.999707398142693,0.1828527296537639,0.9578898658028691
0.9998728905191873,0.1819498351460352,0.957427117075428
0.9997201090907742,0.1809411566925789,0.957427117075428
0.9997711195840577,0.18003571634715265,0.956964368347987
0.9996820179217699,0.1791166689381684,0.956501619620546
0.9998601378958663,0.1782795272730536,0.956501619620546
0.9998219217011433,0.1774878595364767,0.956038870893105
0.9997710779088181,0.1759152780329098,0.956038870893105
0.999770994558339,0.1742501246033925,0.956038870893105
0.9997456976878952,0.17351363131485584,0.955576122165664
0.9996947705450908,0.17286514500191663,0.955576122165664
0.9996948122203305,0.1720292323618983,0.955113373438223
0.999860179571106,0.17121614447365488,0.955113373438223
0.9996310907789658,0.17035231540646517,0.954650624710782
0.9998218800259038,0.16949875747757437,0.954650624710782
0.9996692236232095,0.168281320332881,0.9541878759833411
0.9998727238182289,0.1674801715455667,0.9541878759833411
0.9997710779088181,0.16671800041128407,0.9541878759833411
0.9997329450645743,0.16616744106221085,0.9537251272559001
0.9997201090907742,0.16540926425948846,0.9537251272559001
0.9997329450645743,0.16550569883574015,0.9532623785284591
0.9997456976878952,0.16497660353208646,0.9532623785284591
0.9997838722073787,0.16228824281673196,0.9532623785284591
0.9997456560126556,0.1603070104688788,0.9527996298010181
0.9998346326492246,0.15974986705679348,0.9527996298010181
0.999770994558339,0.15905191248375616,0.9527996298010181
0.9997584503112161,0.15847308555748382,0.9523368810735771
0.9997711195840577,0.15803910801747936,0.9541878759833411
0.999707398142693,0.15757980378175412,0.9541878759833411
0.9997456560126556,0.15606208946995395,0.9537251272559001
