Corrente/ A ,Corrente/ A _t-1,Corrente/ A _t-2,Condutividade/microS 
0.2098187253824623,0.2110698729297777,0.2127309003464745,0.661591855622397
0.2087658020255646,0.2098187253824623,0.2110698729297777,0.661591855622397
0.2073969753253455,0.2087658020255646,0.2098187253824623,0.6611291068949561
0.2058564801555235,0.2073969753253455,0.2087658020255646,0.660666358167515
0.2043051871223615,0.2058564801555235,0.2073969753253455,0.6602036094400741
0.2031572337893231,0.2043051871223615,0.2058564801555235,0.6602036094400741
0.2019892210109737,0.2031572337893231,0.2043051871223615,0.6602036094400741
0.2002438298002145,0.2019892210109737,0.2031572337893231,0.6597408607126332
0.1988909804262391,0.2002438298002145,0.2019892210109737,0.659278111985192
0.1965748826335896,0.1988909804262391,0.2002438298002145,0.6588153632577511
0.1949178495484531,0.1965748826335896,0.1988909804262391,0.6588153632577511
0.1923419007355926,0.1949178495484531,0.1965748826335896,0.65835261453031
0.1877017603809275,0.1923419007355926,0.1949178495484531,0.65835261453031
0.1846477646996331,0.1877017603809275,0.1923419007355926,0.6578898658028691
0.1828527296537639,0.1846477646996331,0.1877017603809275,0.6578898658028691
0.1819498351460352,0.1828527296537639,0.1846477646996331,0.657427117075428
0.1809411566925789,0.1819498351460352,0.1828527296537639,0.657427117075428
0.1800357163471526,0.1809411566925789,0.1819498351460352,0.6569643683479871
0.1791166689381684,0.1800357163471526,0.1809411566925789,0.656501619620546
0.1782795272730536,0.1791166689381684,0.1800357163471526,0.656501619620546
0.1774878595364767,0.1782795272730536,0.1791166689381684,0.6560388708931051
0.1759152780329098,0.1774878595364767,0.1782795272730536,0.6560388708931051
0.1742501246033925,0.1759152780329098,0.1774878595364767,0.6560388708931051
0.1735136313148558,0.1742501246033925,0.1759152780329098,0.655576122165664
0.1728651450019166,0.1735136313148558,0.1742501246033925,0.655576122165664
0.1720292323618983,0.1728651450019166,0.1735136313148558,0.6551133734382231
0.1712161444736548,0.1720292323618983,0.1728651450019166,0.6551133734382231
0.1703523154064651,0.1712161444736548,0.1720292323618983,0.654650624710782
0.1694987574775743,0.1703523154064651,0.1712161444736548,0.654650624710782
0.168281320332881,0.1694987574775743,0.1703523154064651,0.6541878759833413
0.1674801715455667,0.168281320332881,0.1694987574775743,0.6541878759833413
0.166718000411284,0.1674801715455667,0.168281320332881,0.6541878759833413
0.1661674410622108,0.166718000411284,0.1674801715455667,0.6537251272558999
0.1654092642594884,0.1661674410622108,0.166718000411284,0.6537251272558999
0.1655056988357401,0.1654092642594884,0.1661674410622108,0.6532623785284593
0.1649766035320864,0.1655056988357401,0.1654092642594884,0.6532623785284593
0.1622882428167319,0.1649766035320864,0.1655056988357401,0.6532623785284593
0.1603070104688788,0.1622882428167319,0.1649766035320864,0.6527996298010179
0.1597498670567934,0.1603070104688788,0.1622882428167319,0.6527996298010179
0.1590519124837561,0.1597498670567934,0.1603070104688788,0.6527996298010179
0.1584730855574838,0.1590519124837561,0.1597498670567934,0.6523368810735772
0.1580391080174793,0.1584730855574838,0.1590519124837561,0.6541878759833413
0.1575798037817541,0.1580391080174793,0.1584730855574838,0.6541878759833413
0.1560620894699539,0.1575798037817541,0.1580391080174793,0.6537251272558999
0.155498142526089,0.1560620894699539,0.1575798037817541,0.6537251272558999
0.1550937054821318,0.155498142526089,0.1560620894699539,0.6537251272558999
0.1546247885144089,0.1550937054821318,0.155498142526089,0.6532623785284593
0.154121063800229,0.1546247885144089,0.1550937054821318,0.6532623785284593
0.1546247885144089,0.154121063800229,0.1546247885144089,0.6532623785284593
0.1547600251686778,0.1546247885144089,0.154121063800229,0.6532623785284593
0.1544371866123165,0.1547600251686778,0.1546247885144089,0.6527996298010179
0.1539281946477269,0.1544371866123165,0.1547600251686778,0.6527996298010179
0.1527507886061473,0.1539281946477269,0.1544371866123165,0.6527996298010179
0.152557787772385,0.1527507886061473,0.1539281946477269,0.6527996298010179
0.1522041796948813,0.152557787772385,0.1527507886061473,0.6523368810735772
0.1519215917104013,0.1522041796948813,0.152557787772385,0.6523368810735772
0.1512691110659005,0.1519215917104013,0.1522041796948813,0.6523368810735772
0.150394484135371,0.1512691110659005,0.1519215917104013,0.6523368810735772
0.1500770445106796,0.150394484135371,0.1512691110659005,0.6518741323461361
0.1496417940518258,0.1500770445106796,0.150394484135371,0.6518741323461361
0.1493335721153514,0.1496417940518258,0.1500770445106796,0.6518741323461361
0.1499711727774448,0.1493335721153514,0.1496417940518258,0.6518741323461361
0.1499525179322434,0.1499711727774448,0.1493335721153514,0.6518741323461361
0.1488661914289971,0.1499525179322434,0.1499711727774448,0.651411383618695
0.1487267409744018,0.1488661914289971,0.1499525179322434,0.651411383618695
0.1483100575732408,0.1487267409744018,0.1488661914289971,0.651411383618695
0.1480810638616793,0.1483100575732408,0.1487267409744018,0.651411383618695
0.148113369664193,0.1480810638616793,0.1483100575732408,0.651411383618695
0.1479310350125103,0.148113369664193,0.1480810638616793,0.6509486348912541
0.1476190382132433,0.1479310350125103,0.148113369664193,0.6509486348912541
0.148568767355864,0.1476190382132433,0.1479310350125103,0.6509486348912541
0.1483932801297139,0.148568767355864,0.1476190382132433,0.6509486348912541
0.1486249513602345,0.1483932801297139,0.148568767355864,0.6509486348912541
0.1483664610463788,0.1486249513602345,0.1483932801297139,0.650485886163813
0.1483732206844041,0.1483664610463788,0.1486249513602345,0.650485886163813
0.1482553220627342,0.1483732206844041,0.1483664610463788,0.650485886163813
0.1470243217482346,0.1482553220627342,0.1483732206844041,0.650485886163813
0.1471114508487621,0.1470243217482346,0.1482553220627342,0.650485886163813
0.1476122785752166,0.1471114508487621,0.1470243217482346,0.650485886163813
0.1487991217737808,0.1476122785752166,0.1471114508487621,0.6500231374363721
0.1488539889655488,0.1487991217737808,0.1476122785752166,0.6500231374363721
0.1482647153259644,0.1488539889655488,0.1487991217737808,0.6500231374363721
0.1482017277898143,0.1482647153259644,0.1488539889655488,0.6500231374363721
0.1485928650264883,0.1482017277898143,0.1482647153259644,0.6500231374363721
0.1482553659564872,0.1485928650264883,0.1482017277898143,0.6500231374363721
0.14764445269647,0.1482553659564872,0.1485928650264883,0.6500231374363721
0.1476578402912605,0.14764445269647,0.1482553659564872,0.6500231374363721
0.1478145409909489,0.1476578402912605,0.14764445269647,0.6500231374363721
0.1478399115804227,0.1478145409909489,0.1476578402912605,0.6500231374363721
0.1469264825718746,0.1478399115804227,0.1478145409909489,0.649560388708931
0.146734798550716,0.1469264825718746,0.1478399115804227,0.649560388708931
0.1460785430434212,0.146734798550716,0.1469264825718746,0.649560388708931
0.1451274970881981,0.1460785430434212,0.146734798550716,0.649560388708931
0.1447175733250637,0.1451274970881981,0.1460785430434212,0.649560388708931
0.144235356550055,0.1447175733250637,0.1451274970881981,0.649560388708931
0.1448382372531987,0.144235356550055,0.1447175733250637,0.649560388708931
0.144698830692355,0.1448382372531987,0.144235356550055,0.6490976399814901
0.1447282834008963,0.144698830692355,0.1448382372531987,0.6490976399814901
0.1429319315424234,0.1447282834008963,0.144698830692355,0.6490976399814901
0.1445582390001692,0.1429319315424234,0.1447282834008963,0.6490976399814901
0.1449719815198519,0.1445582390001692,0.1429319315424234,0.6490976399814901
0.1446023522223517,0.1449719815198519,0.1445582390001692,0.6490976399814901
0.1442138925046368,0.1446023522223517,0.1449719815198519,0.6490976399814901
0.144897098776527,0.1442138925046368,0.1446023522223517,0.6486348912540492
0.1447805169674595,0.144897098776527,0.1442138925046368,0.6486348912540492
0.1422582502150236,0.1447805169674595,0.144897098776527,0.6486348912540492
0.142282303991895,0.1422582502150236,0.1447805169674595,0.6486348912540492
0.1418054861485575,0.142282303991895,0.1422582502150236,0.6486348912540492
0.1415482687535512,0.1418054861485575,0.142282303991895,0.6486348912540492
0.1414759318479239,0.1415482687535512,0.1418054861485575,0.6486348912540492
0.1413916558413688,0.1414759318479239,0.1415482687535512,0.6486348912540492
0.1413500445631322,0.1413916558413688,0.1414759318479239,0.6486348912540492
0.1413875298285483,0.1413500445631322,0.1413916558413688,0.6486348912540492
0.1413553557072962,0.1413875298285483,0.1413500445631322,0.6486348912540492
0.1412871009207364,0.1413553557072962,0.1413875298285483,0.6486348912540492
0.1410593801280245,0.1412871009207364,0.1413553557072962,0.6486348912540492
0.1405502125884203,0.1410593801280245,0.1412871009207364,0.6486348912540492
0.1405903753727942,0.1405502125884203,0.1410593801280245,0.6486348912540492
0.1403360549655133,0.1405903753727942,0.1405502125884203,0.6486348912540492
0.1403854793318572,0.1403360549655133,0.1405903753727942,0.6486348912540492
0.1404337624606131,0.1403854793318572,0.1403360549655133,0.6486348912540492
0.1403749448310378,0.1404337624606131,0.1403854793318572,0.6486348912540492
0.1403024762441515,0.1403749448310378,0.1404337624606131,0.6486348912540492
0.1394170514502821,0.1403024762441515,0.1403749448310378,0.648172142526608
0.1373556252149413,0.1394170514502821,0.1403024762441515,0.648172142526608
0.1372188961730568,0.1373556252149413,0.1394170514502821,0.648172142526608
0.1369362204010695,0.1372188961730568,0.1373556252149413,0.648172142526608
0.1367848308455451,0.1369362204010695,0.1372188961730568,0.648172142526608
0.1366896691881429,0.1367848308455451,0.1369362204010695,0.648172142526608
0.1370835717312807,0.1366896691881429,0.1367848308455451,0.648172142526608
0.1374037327686841,0.1370835717312807,0.1366896691881429,0.648172142526608
0.137731882469208,0.1374037327686841,0.1370835717312807,0.648172142526608
0.1383521012049493,0.137731882469208,0.1374037327686841,0.648172142526608
0.1386295975140329,0.1383521012049493,0.137731882469208,0.648172142526608
0.1386267444200606,0.1386295975140329,0.1383521012049493,0.6477093937991671
0.1373446956703412,0.1386267444200606,0.1386295975140329,0.6477093937991671
0.138803592352566,0.1373446956703412,0.1386267444200606,0.6477093937991671
0.1402181124500892,0.138803592352566,0.1373446956703412,0.6477093937991671
0.1412830626954232,0.1402181124500892,0.138803592352566,0.6477093937991671
0.1418082514550226,0.1412830626954232,0.1402181124500892,0.6477093937991671
0.1422260322000185,0.1418082514550226,0.1412830626954232,0.6477093937991671
0.1403319728464458,0.1422260322000185,0.1418082514550226,0.6477093937991671
0.1404350353794612,0.1403319728464458,0.1422260322000185,0.6477093937991671
0.1401349776811233,0.1404350353794612,0.1403319728464458,0.6477093937991671
0.1399112512199715,0.1401349776811233,0.1404350353794612,0.6477093937991671
0.1399166940453945,0.1399112512199715,0.1401349776811233,0.6477093937991671
0.1399675669056023,0.1399166940453945,0.1399112512199715,0.6477093937991671
0.1399421963161285,0.1399675669056023,0.1399166940453945,0.6477093937991671
0.1396139149343443,0.1399421963161285,0.1399675669056023,0.6477093937991671
0.1396487665745556,0.1396139149343443,0.1399421963161285,0.6477093937991671
0.1390874971496485,0.1396487665745556,0.1396139149343443,0.647246645071726
0.1387406487101702,0.1390874971496485,0.1396487665745556,0.647246645071726
0.1365344169823172,0.1387406487101702,0.1390874971496485,0.647246645071726
0.1371505097052381,0.1365344169823172,0.1387406487101702,0.647246645071726
0.1375081999018092,0.1371505097052381,0.1365344169823172,0.647246645071726
0.137731882469208,0.1375081999018092,0.1371505097052381,0.647246645071726
0.137726571325044,0.137731882469208,0.1375081999018092,0.647246645071726
0.1386266566325533,0.137726571325044,0.137731882469208,0.647246645071726
0.1415856662314588,0.1386266566325533,0.137726571325044,0.647246645071726
0.1423292264142943,0.1415856662314588,0.1386266566325533,0.647246645071726
0.1411597212483291,0.1423292264142943,0.1415856662314588,0.647246645071726
0.1419072757627248,0.1411597212483291,0.1423292264142943,0.647246645071726
0.1426052303357622,0.1419072757627248,0.1411597212483291,0.647246645071726
0.1430283222249208,0.1426052303357622,0.1419072757627248,0.647246645071726
0.1432279949092025,0.1430283222249208,0.1426052303357622,0.647246645071726
0.1432306724281603,0.1432279949092025,0.1430283222249208,0.647246645071726
0.1429775810459745,0.1432306724281603,0.1432279949092025,0.647246645071726
0.1439272662948422,0.1429775810459745,0.1432306724281603,0.647246645071726
0.1449291412165189,0.1439272662948422,0.1429775810459745,0.647246645071726
0.1423238274826243,0.1449291412165189,0.1439272662948422,0.647246645071726
0.1431275221076376,0.1423238274826243,0.1449291412165189,0.647246645071726
0.1440010078005779,0.1431275221076376,0.1423238274826243,0.647246645071726
0.1455641082534074,0.1440010078005779,0.1431275221076376,0.647246645071726
0.1453363874606954,0.1455641082534074,0.1440010078005779,0.647246645071726
0.1445902375464094,0.1453363874606954,0.1455641082534074,0.647246645071726
0.1416260484846002,0.1445902375464094,0.1453363874606954,0.647246645071726
0.1425502753564881,0.1416260484846002,0.1445902375464094,0.647246645071726
0.1392227776976717,0.1425502753564881,0.1416260484846002,0.647246645071726
0.1399526869231949,0.1392227776976717,0.1425502753564881,0.647246645071726
0.1397437965506963,0.1399526869231949,0.1392227776976717,0.647246645071726
0.1410793956795813,0.1397437965506963,0.1399526869231949,0.647246645071726
0.1424041530513721,0.1410793956795813,0.1397437965506963,0.647246645071726
0.1413580332262541,0.1424041530513721,0.1410793956795813,0.647246645071726
0.1405461743631058,0.1413580332262541,0.1424041530513721,0.647246645071726
0.1407819277126939,0.1405461743631058,0.1413580332262541,0.647246645071726
0.140771173743107,0.1407819277126939,0.1405461743631058,0.647246645071726
0.1410861114238537,0.140771173743107,0.1407819277126939,0.647246645071726
0.1413312580366719,0.1410861114238537,0.140771173743107,0.647246645071726
0.1393099067981978,0.1413312580366719,0.1410861114238537,0.647246645071726
0.1394264008197593,0.1393099067981978,0.1413312580366719,0.647246645071726
0.139534906178199,0.1394264008197593,0.1393099067981978,0.647246645071726
0.1397867685352896,0.139534906178199,0.1394264008197593,0.647246645071726
0.1396742688452883,0.1397867685352896,0.139534906178199,0.647246645071726
0.1405073722850886,0.1396742688452883,0.1397867685352896,0.6477093937991671
0.1403533929981123,0.1405073722850886,0.1396742688452883,0.6477093937991671
0.1404403465236252,0.1403533929981123,0.1405073722850886,0.6477093937991671
0.1408878872334359,0.1404403465236252,0.1403533929981123,0.6477093937991671
0.1412817019890665,0.1408878872334359,0.1404403465236252,0.6477093937991671
0.1418147038367745,0.1412817019890665,0.1408878872334359,0.6477093937991671
0.139439832308304,0.1418147038367745,0.1412817019890665,0.647246645071726
0.1385114794235955,0.139439832308304,0.1418147038367745,0.647246645071726
0.13883835620527,0.1385114794235955,0.139439832308304,0.647246645071726
0.1395108085075746,0.13883835620527,0.1385114794235955,0.647246645071726
0.1380239076106711,0.1395108085075746,0.13883835620527,0.647246645071726
0.137691719684834,0.1380239076106711,0.1395108085075746,0.647246645071726
0.137596733602445,0.137691719684834,0.1380239076106711,0.647246645071726
0.1377158612492114,0.137596733602445,0.137691719684834,0.647246645071726
0.1378819552121299,0.1377158612492114,0.137596733602445,0.647246645071726
0.1382194981758853,0.1378819552121299,0.1377158612492114,0.647246645071726
0.1385691997093347,0.1382194981758853,0.1378819552121299,0.647246645071726
0.1380894409845189,0.1385691997093347,0.1382194981758853,0.647246645071726
0.13823292966443,0.1380894409845189,0.1385691997093347,0.647246645071726
0.1383735213566146,0.13823292966443,0.1380894409845189,0.647246645071726
0.1384017450400607,0.1383735213566146,0.13823292966443,0.647246645071726
0.1382703710360918,0.1384017450400607,0.1383735213566146,0.647246645071726
0.1398014729426824,0.1382703710360918,0.1384017450400607,0.647246645071726
0.1400532036185128,0.1398014729426824,0.1382703710360918,0.647246645071726
0.1401083341728013,0.1400532036185128,0.1398014729426824,0.647246645071726
0.140156617301556,0.1401083341728013,0.1400532036185128,0.647246645071726
0.139860378359765,0.140156617301556,0.1401083341728013,0.647246645071726
0.1361003955485584,0.139860378359765,0.140156617301556,0.647246645071726
0.1366656593050258,0.1361003955485584,0.139860378359765,0.647246645071726
0.1376407590371203,0.1366656593050258,0.1361003955485584,0.647246645071726
0.1378726058426527,0.1376407590371203,0.1366656593050258,0.647246645071726
0.1380882558531767,0.1378726058426527,0.1376407590371203,0.647246645071726
0.1382341147957722,0.1380882558531767,0.1378726058426527,0.647246645071726
0.1382823979245269,0.1382341147957722,0.1380882558531767,0.647246645071726
0.137679780583905,0.1382823979245269,0.1382341147957722,0.647246645071726
0.1379731664317249,0.137679780583905,0.1382823979245269,0.647246645071726
0.1380628852637029,0.1379731664317249,0.137679780583905,0.647246645071726
0.1373648429031583,0.1380628852637029,0.1379731664317249,0.647246645071726
0.1383695709188073,0.1373648429031583,0.1380628852637029,0.647246645071726
0.1390433400337143,0.1383695709188073,0.1373648429031583,0.647246645071726
0.1357776008859515,0.1390433400337143,0.1383695709188073,0.647246645071726
0.1372376388057642,0.1357776008859515,0.1390433400337143,0.647246645071726
0.1369162048495127,0.1372376388057642,0.1357776008859515,0.647246645071726
0.1370675505112854,0.1369162048495127,0.1372376388057642,0.6467838963442851
0.1373393406324256,0.1370675505112854,0.1369162048495127,0.647246645071726
0.1380601199572378,0.1373393406324256,0.1370675505112854,0.6467838963442851
0.1379957278209793,0.1380601199572378,0.1373393406324256,0.647246645071726
0.137829809433074,0.1379957278209793,0.1380601199572378,0.647246645071726
0.1379437576169379,0.137829809433074,0.1379957278209793,0.6467838963442851
0.1374143989507637,0.1379437576169379,0.137829809433074,0.647246645071726
0.1358739915684489,0.1374143989507637,0.1379437576169379,0.6467838963442851
0.1367112649148226,0.1358739915684489,0.1374143989507637,0.6467838963442851
0.1368933800977378,0.1367112649148226,0.1358739915684489,0.6467838963442851
0.1364030868721026,0.1368933800977378,0.1367112649148226,0.6467838963442851
0.137070096348983,0.1364030868721026,0.1368933800977378,0.6467838963442851
0.1373073420861867,0.137070096348983,0.1364030868721026,0.6467838963442851
0.1372859219345202,0.1373073420861867,0.137070096348983,0.6467838963442851
0.1372189400668098,0.1372859219345202,0.1373073420861867,0.6467838963442851
0.135390457980839,0.1372189400668098,0.1372859219345202,0.6467838963442851
0.1352510075262424,0.135390457980839,0.1372189400668098,0.6467838963442851
0.1361444648769866,0.1352510075262424,0.135390457980839,0.6467838963442851
0.1356274842492753,0.1361444648769866,0.1352510075262424,0.6467838963442851
0.1350556803235487,0.1356274842492753,0.1361444648769866,0.6467838963442851
0.1344448109572845,0.1350556803235487,0.1356274842492753,0.6467838963442851
0.1368184095669069,0.1344448109572845,0.1350556803235487,0.6467838963442851
0.1355632676880299,0.1368184095669069,0.1344448109572845,0.6467838963442851
0.1353609174847904,0.1355632676880299,0.1368184095669069,0.6467838963442851
0.1339570635693469,0.1353609174847904,0.1355632676880299,0.6467838963442851
0.1337990460570562,0.1339570635693469,0.1353609174847904,0.6467838963442851
0.1332204824933056,0.1337990460570562,0.1339570635693469,0.6467838963442851
0.1329590951917246,0.1332204824933056,0.1337990460570562,0.6467838963442851
0.133720125088418,0.1329590951917246,0.1332204824933056,0.6467838963442851
0.1342196360022702,0.133720125088418,0.1329590951917246,0.6467838963442851
0.9786075891860716,0.1342196360022702,0.133720125088418,0.6467838963442851
0.5479110194609536,0.9786075891860716,0.1342196360022702,0.6467838963442851
0.4025464961043192,0.5479110194609536,0.9786075891860716,0.646321147616844
0.3225603138578935,0.4025464961043192,0.5479110194609536,0.646321147616844
0.2703414517024952,0.3225603138578935,0.4025464961043192,0.646321147616844
0.2333623690512168,0.2703414517024952,0.3225603138578935,0.6467838963442851
0.2059663023265656,0.2333623690512168,0.2703414517024952,0.647246645071726
0.1851754554031784,0.2059663023265656,0.2333623690512168,0.6490976399814901
0.1690341859914394,0.1851754554031784,0.2059663023265656,0.6523368810735772
0.1561799003041178,0.1690341859914394,0.1851754554031784,0.6532623785284593
0.1455950094558114,0.1561799003041178,0.1690341859914394,0.6537251272558999
0.1366040324752324,0.1455950094558114,0.1561799003041178,0.654650624710782
0.1287182211968628,0.1366040324752324,0.1455950094558114,0.654650624710782
0.1217245241203856,0.1287182211968628,0.1366040324752324,0.654650624710782
0.1153885486025655,0.1217245241203856,0.1287182211968628,0.6551133734382231
0.1096848143195469,0.1153885486025655,0.1217245241203856,0.6560388708931051
0.1045142267336213,0.1096848143195469,0.1153885486025655,0.6569643683479871
0.0999129455188538,0.1045142267336213,0.1096848143195469,0.65835261453031
0.0957322586386738,0.0999129455188538,0.1045142267336213,0.659278111985192
0.0919333596256907,0.0957322586386738,0.0999129455188538,0.6611291068949561
0.0884398601808378,0.0919333596256907,0.0957322586386738,0.6620546043498381
0.0851848091620305,0.0884398601808378,0.0919333596256907,0.6629801018047201
0.0821641595652056,0.0851848091620305,0.0884398601808378,0.6639055992596019
0.0793323935680723,0.0821641595652056,0.0851848091620305,0.665293845441925
0.0766814610562535,0.0793323935680723,0.0821641595652056,0.6662193428968071
0.074193940599022,0.0766814610562535,0.0793323935680723,0.66760758907913
0.0718765523300222,0.074193940599022,0.0766814610562535,0.668533086534012
0.0697534026986309,0.0718765523300222,0.074193940599022,0.669458583988894
0.0677052631024486,0.0697534026986309,0.0718765523300222,0.6708468301712169
0.0658123537652162,0.0677052631024486,0.0697534026986309,0.671309578898658
0.0640582496444052,0.0658123537652162,0.0677052631024486,0.6722350763535401
0.062354087836228,0.0640582496444052,0.0658123537652162,0.6731605738084221
0.0607169386213893,0.062354087836228,0.0640582496444052,0.6740860712633041
0.0591753856121104,0.0607169386213893,0.062354087836228,0.674548819990745
0.0577140967203241,0.0591753856121104,0.0607169386213893,0.6754743174456272
0.0563263518123831,0.0577140967203241,0.0591753856121104,0.676399814900509
0.0549999352567132,0.0563263518123831,0.0577140967203241,0.6768625636279499
0.0537323451093685,0.0549999352567132,0.0563263518123831,0.677788061082832
0.0525266407649627,0.0537323451093685,0.0549999352567132,0.6782508098102731
0.0513771818761814,0.0525266407649627,0.0537323451093685,0.6791763072651551
0.0502763397086802,0.0513771818761814,0.0525266407649627,0.679639055992596
0.0492262957820069,0.0502763397086802,0.0513771818761814,0.680564553447478
0.0482353152899272,0.0492262957820069,0.0502763397086802,0.6810273021749191
0.047269503476056,0.0482353152899272,0.0492262957820069,0.6819527996298009
0.0463329205125824,0.047269503476056,0.0482353152899272,0.682415548357242
0.0454398494268678,0.0463329205125824,0.047269503476056,0.682878297084683
0.0445786495955067,0.0454398494268678,0.0463329205125824,0.683803794539565
0.0437531002706708,0.0445786495955067,0.0454398494268678,0.6842665432670061
0.0429674547570619,0.0437531002706708,0.0445786495955067,0.684729291994447
0.0422074300273212,0.0429674547570619,0.0437531002706708,0.6851920407218881
0.041476436626089,0.0422074300273212,0.0429674547570619,0.685654789449329
0.0407609947816902,0.041476436626089,0.0422074300273212,0.6861175381767699
0.040153917835721,0.0407609947816902,0.041476436626089,0.6865802869042112
0.039502912021335,0.040153917835721,0.0407609947816902,0.6870430356316519
0.0388572524661147,0.039502912021335,0.040153917835721,0.687505784359093
0.0382296859160518,0.0388572524661147,0.039502912021335,0.6879685330865339
0.0376364003874062,0.0382296859160518,0.0388572524661147,0.6884312818139751
0.0370617433677087,0.0376364003874062,0.0382296859160518,0.6884312818139751
0.0364858792697918,0.0370617433677087,0.0376364003874062,0.688894030541416
0.0359385505009695,0.0364858792697918,0.0370617433677087,0.6893567792688571
0.0354036612218651,0.0359385505009695,0.0364858792697918,0.689819527996298
0.0348887567686906,0.0354036612218651,0.0359385505009695,0.689819527996298
0.0343854797707956,0.0348887567686906,0.0354036612218651,0.69074502545118
0.0339046193127686,0.0343854797707956,0.0348887567686906,0.69074502545118
0.0334312295715723,0.0339046193127686,0.0343854797707956,0.69074502545118
0.0329692214806359,0.0334312295715723,0.0339046193127686,0.6912077741786211
0.0325187398893482,0.0329692214806359,0.0334312295715723,0.6912077741786211
0.032083928368028,0.0325187398893482,0.0329692214806359,0.691670522906062
0.0316679867713006,0.032083928368028,0.0325187398893482,0.691670522906062
0.0312483098161571,0.0316679867713006,0.032083928368028,0.6921332716335029
0.030840690475077,0.0312483098161571,0.0316679867713006,0.6944470152707081
0.0304666937491116,0.030840690475077,0.0312483098161571,0.6944470152707081
0.0300866704108033,0.0304666937491116,0.030840690475077,0.694909763998149
0.0297101366258902,0.0300866704108033,0.0304666937491116,0.694909763998149
0.0293385408882375,0.0297101366258902,0.0300866704108033,0.694909763998149
0.0289760618831684,0.0293385408882375,0.0297101366258902,0.6953725127255901
0.0286212203911934,0.0289760618831684,0.0293385408882375,0.6953725127255901
0.0282756229236874,0.0286212203911934,0.0289760618831684,0.6953725127255901
0.0279411393545458,0.0282756229236874,0.0286212203911934,0.695835261453031
0.0276154872085916,0.0279411393545458,0.0282756229236874,0.695835261453031
0.0272985699195664,0.0276154872085916,0.0279411393545458,0.695835261453031
0.0269758762125915,0.0272985699195664,0.0276154872085916,0.695835261453031
0.026665244509056,0.0269758762125915,0.0272985699195664,0.6962980101804721
0.0263685315147269,0.026665244509056,0.0269758762125915,0.6962980101804721
0.0261353283922126,0.0263685315147269,0.026665244509056,0.6962980101804721
0.025841573836864,0.0261353283922126,0.0263685315147269,0.696760758907913
0.0255573178897538,0.025841573836864,0.0261353283922126,0.696760758907913
0.025273751074573,0.0255573178897538,0.025841573836864,0.696760758907913
0.0249976461974731,0.025273751074573,0.0255573178897538,0.696760758907913
0.0247284106927816,0.0249976461974731,0.025273751074573,0.696760758907913
0.0244743097542669,0.0247284106927816,0.0249976461974731,0.696760758907913
0.0242189841800319,0.0244743097542669,0.0247284106927816,0.696760758907913
0.0239646154896218,0.0242189841800319,0.0244743097542669,0.696760758907913
0.0237089080397335,0.0239646154896218,0.0242189841800319,0.696760758907913
0.0234620188449051,0.0237089080397335,0.0239646154896218,0.696760758907913
