Potencial / V,Corrente/ A ,Condutividade/microS 
0.999770994558339,0.6544920318572076,0.6620546043498381
0.999707398142693,0.4579066147227985,0.6620546043498381
0.9997584086359764,0.4170508357699845,0.662517353077279
0.9996946871946116,0.3875223666107232,0.662517353077279
0.9997584086359764,0.36555134833929,0.6629801018047201
0.999694645519372,0.3476231642260638,0.663442850532161
0.9997456560126556,0.3340282153436321,0.663442850532161
0.99968201792177,0.3217338822686126,0.663442850532161
0.999745614337416,0.3114825839462543,0.6639055992596019
0.9997201090907742,0.3020575416381623,0.6639055992596019
0.9997710362335784,0.2904679666679611,0.6643683479870433
0.999745614337416,0.283878768086695,0.6643683479870433
0.999771077908818,0.2777530875414819,0.6643683479870433
0.9999236509610332,0.2723412950017955,0.6648310967144839
0.9997710362335784,0.2669697969277445,0.665293845441925
0.9998855181167892,0.2616211674992215,0.665293845441925
0.999872807168708,0.2565912945079907,0.665293845441925
0.9997455309869367,0.2526409005944737,0.6648310967144839
0.9997455726621765,0.2482218091820013,0.6648310967144839
0.9997201924412534,0.2442033360569403,0.6643683479870433
0.9998856014672683,0.239192074017158,0.6643683479870433
0.9997838722073789,0.2362771776404338,0.6643683479870433
0.9997583669607368,0.2354186597174067,0.6643683479870433
0.9996946871946116,0.2325358935681816,0.6643683479870433
0.999834715999704,0.2299974300207372,0.6643683479870433
0.9997328200388556,0.2274817473313146,0.6639055992596019
0.999745614337416,0.2264221521238975,0.6639055992596019
0.9996946871946116,0.2242936123395862,0.663442850532161
0.9998982707401104,0.2210614080194322,0.663442850532161
0.9996691402727303,0.2188391111778296,0.6629801018047201
0.9997583669607368,0.217372225832483,0.6629801018047201
0.999720025740295,0.2147228866639145,0.662517353077279
0.9997710362335784,0.2127309003464745,0.6620546043498381
0.999860179571106,0.2110698729297777,0.6620546043498381
0.999834715999704,0.2098187253824623,0.661591855622397
0.9998346743244642,0.2087658020255646,0.661591855622397
0.9997584086359764,0.2073969753253455,0.6611291068949561
0.999771202934537,0.2058564801555235,0.660666358167515
0.9997837888568994,0.2043051871223615,0.6602036094400741
0.9997583669607368,0.2031572337893231,0.6602036094400741
0.9997201507660138,0.2019892210109737,0.6602036094400741
0.9997711195840576,0.2002438298002145,0.6597408607126332
0.9998855597920288,0.1988909804262391,0.659278111985192
0.999745614337416,0.1965748826335896,0.6588153632577511
0.999656637700847,0.1949178495484531,0.6588153632577511
0.9998218800259038,0.1923419007355926,0.65835261453031
0.9997328200388556,0.1877017603809275,0.65835261453031
0.9997584086359764,0.1846477646996331,0.6578898658028691
0.999707398142693,0.1828527296537639,0.6578898658028691
0.9998728905191872,0.1819498351460352,0.657427117075428
0.9997201090907742,0.1809411566925789,0.657427117075428
0.9997711195840576,0.1800357163471526,0.6569643683479871
